Transaction_ID,Customer_ID,Country,Transaction_Amount,Transaction_Timestamp,Merchant_Category,Location_Type,Device_Type,Customer_Avg_Amount,Customer_Amount_Std,Normal_Peak_Hour,Is_New_Device,Fraud_Label
1101,FR_CUST_0051,France,100000,26-01-2024 02:51,Healthcare,International,POS,39833.98,13791.46,12,Yes,1
590,IN_CUST_0050,India,37352.45,08-01-2024 14:16,Electronics,Domestic,POS,37830.57,8119.98,16,No,0
1961,FR_CUST_0059,France,100000,23-01-2024 04:25,Healthcare,International,Tablet,24773.48,4604.68,20,Yes,1
650,IN_CUST_0002,India,46189.8,10-01-2024 18:26,Fashion,Domestic,Mobile,31628.26,8519.7,18,No,0
1547,FR_CUST_0059,France,19869.5,17-01-2024 18:57,Fashion,Domestic,POS,24773.48,4604.68,20,No,0
3640,SP_CUST_0031,Spain,27532.91,22-01-2024 13:31,Restaurants,Domestic,POS,33282.6,5678.29,10,No,0
3920,SP_CUST_0017,Spain,21089.66,16-01-2024 04:39,Healthcare,International,Tablet,5202.28,1625.05,20,Yes,1
2324,GE_CUST_0022,Germany,8844,06-01-2024 13:23,Electronics,Domestic,Laptop,11416.87,1795.51,14,No,0
3856,SP_CUST_0030,Spain,91158.68,22-01-2024 02:45,Healthcare,International,POS,26592.38,7642.04,12,Yes,1
2535,GE_CUST_0057,Germany,31720.54,08-01-2024 04:20,Travel,Domestic,Laptop,32342.4,6579.51,11,No,0
1456,FR_CUST_0002,France,100000,21-01-2024 03:12,Fuel,International,POS,26955.72,7864.42,19,Yes,1
2246,GE_CUST_0018,Germany,68106.2,16-01-2024 01:52,Travel,International,Laptop,15909.07,4954.43,17,Yes,1
661,IN_CUST_0062,India,23226.95,11-01-2024 01:11,Fashion,International,POS,7727.27,1944.49,11,Yes,1
631,IN_CUST_0070,India,100000,19-01-2024 02:42,Groceries,International,Laptop,39322.4,9961.43,9,Yes,1
673,IN_CUST_0014,India,100000,25-01-2024 04:15,Fuel,International,POS,38694.02,12060.13,17,Yes,1
1250,FR_CUST_0004,France,12641.85,25-01-2024 10:25,Restaurants,Domestic,Mobile,16183.16,4472.99,10,No,0
1739,FR_CUST_0016,France,27641.18,12-01-2024 02:32,Fuel,International,Mobile,9044.17,2441.51,10,Yes,1
483,IN_CUST_0064,India,37481.6,01-01-2024 05:05,Fashion,Domestic,Tablet,29023.68,9052.49,12,No,0
1585,FR_CUST_0059,France,17564.17,30-01-2024 22:17,Healthcare,Domestic,Tablet,24773.48,4604.68,20,No,0
1980,FR_CUST_0037,France,100000,24-01-2024 04:12,Fashion,International,POS,37475.7,11627.57,18,Yes,1
3409,SP_CUST_0049,Spain,31798.04,02-01-2024 16:28,Fashion,Domestic,Tablet,33546.74,11409.99,15,No,0
1939,FR_CUST_0066,France,100000,07-01-2024 04:31,Fashion,International,Tablet,23759.07,4880.17,12,Yes,1
1463,FR_CUST_0062,France,32605.35,05-01-2024 14:40,Fashion,Domestic,POS,28045.02,4346.79,19,No,0
2765,GE_CUST_0011,Germany,38866.29,12-01-2024 16:35,Healthcare,Domestic,Laptop,30103.4,5037.02,10,No,0
2571,GE_CUST_0062,Germany,91739.69,23-01-2024 02:26,Restaurants,International,POS,19806.87,5313.4,11,Yes,1
2380,GE_CUST_0061,Germany,24448.85,12-01-2024 03:48,Fashion,International,Tablet,7850.6,2285.09,15,Yes,1
857,IN_CUST_0018,India,9499.05,06-01-2024 10:46,Fashion,Domestic,Tablet,8924.97,2687.06,14,No,0
1226,FR_CUST_0074,France,11295.48,22-01-2024 02:14,Healthcare,International,Mobile,3140.99,1034.87,15,Yes,1
1191,FR_CUST_0009,France,30432.51,30-01-2024 20:05,Restaurants,Domestic,POS,27503.98,7538.7,19,No,0
2766,GE_CUST_0027,Germany,22616.59,23-01-2024 13:04,Groceries,Domestic,Tablet,38962.17,8071.73,14,No,0
3282,SP_CUST_0059,Spain,33321.65,12-01-2024 05:46,Healthcare,Domestic,Laptop,34896.64,5458.6,9,No,0
531,IN_CUST_0023,India,38973.31,14-01-2024 11:56,Healthcare,Domestic,Laptop,34092.29,10209.41,13,No,0
2658,GE_CUST_0002,Germany,8175.84,05-01-2024 03:57,Fashion,International,Laptop,2060.85,425.86,18,Yes,1
50,IN_CUST_0028,India,11207.51,18-01-2024 08:08,Fuel,Domestic,Tablet,9556.01,2792.92,11,No,0
3695,SP_CUST_0049,Spain,40870.48,11-01-2024 15:23,Healthcare,Domestic,Tablet,33546.74,11409.99,15,No,0
3683,SP_CUST_0042,Spain,49644.91,10-01-2024 01:45,Healthcare,International,Mobile,10893.07,2915.17,9,Yes,1
859,IN_CUST_0029,India,32334.82,22-01-2024 08:37,Healthcare,Domestic,Laptop,31308.27,5159.88,15,No,0
2923,GE_CUST_0002,Germany,9723.87,28-01-2024 02:46,Electronics,International,Mobile,2060.85,425.86,18,Yes,1
1073,FR_CUST_0068,France,12711.36,08-01-2024 17:11,Restaurants,Domestic,Mobile,15487.14,2484.1,16,No,0
720,IN_CUST_0022,India,87246.8,20-01-2024 01:08,Healthcare,International,Laptop,23676.87,6017.88,16,Yes,1
152,IN_CUST_0080,India,28390.31,05-01-2024 04:15,Electronics,International,Tablet,8685.16,1334.17,13,Yes,1
2167,GE_CUST_0013,Germany,55307.21,01-01-2024 01:53,Fuel,International,Laptop,12905.5,2580.81,17,Yes,1
2981,GE_CUST_0010,Germany,25362.83,30-01-2024 10:14,Restaurants,Domestic,Tablet,21115.66,5963.54,10,No,0
1661,FR_CUST_0076,France,18227.25,05-01-2024 02:58,Restaurants,International,Mobile,4370.97,948.75,15,Yes,1
1657,FR_CUST_0012,France,21757.61,14-01-2024 19:54,Restaurants,Domestic,Tablet,25005.65,5917.15,18,No,0
2178,GE_CUST_0027,Germany,100000,24-01-2024 03:05,Healthcare,International,Tablet,38962.17,8071.73,14,Yes,1
2313,GE_CUST_0033,Germany,38411.3,08-01-2024 20:38,Restaurants,Domestic,Laptop,30741.53,9493.81,14,No,0
3082,SP_CUST_0030,Spain,100000,15-01-2024 03:23,Fashion,International,Mobile,26592.38,7642.04,12,Yes,1
2173,GE_CUST_0041,Germany,34635.43,20-01-2024 10:27,Fuel,Domestic,Laptop,32717.6,7446.91,15,No,0
2956,GE_CUST_0034,Germany,100000,28-01-2024 03:11,Fashion,International,Tablet,36000.41,7327.3,12,Yes,1
2858,GE_CUST_0024,Germany,64703.97,05-01-2024 03:52,Fuel,International,Laptop,16108.29,4032.55,11,Yes,1
2944,GE_CUST_0004,Germany,65592.77,30-01-2024 04:38,Healthcare,International,POS,17327.84,4943.54,12,Yes,1
3600,SP_CUST_0074,Spain,23043.84,21-01-2024 12:39,Groceries,Domestic,Mobile,19833.02,3437.47,11,No,0
2729,GE_CUST_0051,Germany,100000,01-01-2024 01:07,Electronics,International,POS,32360.05,10051.27,20,Yes,1
2223,GE_CUST_0017,Germany,19505.9,28-01-2024 13:13,Travel,Domestic,Tablet,18961.47,4932.6,15,No,0
1768,FR_CUST_0019,France,25801.37,28-01-2024 22:47,Travel,Domestic,POS,28453.93,6446.52,18,No,0
1784,FR_CUST_0048,France,18064.37,06-01-2024 14:00,Fuel,Domestic,Tablet,23995.93,6332.45,15,No,0
3012,SP_CUST_0037,Spain,13055.96,11-01-2024 18:24,Travel,Domestic,Laptop,14573.71,2972.44,20,No,0
1386,FR_CUST_0051,France,100000,22-01-2024 04:08,Groceries,International,Tablet,39833.98,13791.46,12,Yes,1
2514,GE_CUST_0054,Germany,18096.41,17-01-2024 03:59,Restaurants,Domestic,Mobile,25181.65,5703.56,9,No,0
1400,FR_CUST_0078,France,39394.06,19-01-2024 11:39,Electronics,Domestic,Laptop,34396.8,11612.12,11,No,0
1196,FR_CUST_0065,France,19013.51,10-01-2024 10:21,Groceries,Domestic,POS,20562.83,4737.21,10,No,0
3766,SP_CUST_0063,Spain,83959.14,11-01-2024 03:38,Restaurants,International,Laptop,17839.72,4674.75,13,Yes,1
1476,FR_CUST_0025,France,100000,11-01-2024 03:59,Fashion,International,POS,33303.16,5416.03,13,Yes,1
2487,GE_CUST_0032,Germany,14889.7,09-01-2024 09:49,Groceries,Domestic,POS,11723.16,2712.92,10,No,0
3496,SP_CUST_0063,Spain,20491.46,08-01-2024 13:37,Fashion,Domestic,Laptop,17839.72,4674.75,13,No,0
2881,GE_CUST_0061,Germany,32876.33,11-01-2024 02:48,Electronics,International,Laptop,7850.6,2285.09,15,Yes,1
298,IN_CUST_0023,India,49729.93,04-01-2024 15:42,Healthcare,Domestic,Mobile,34092.29,10209.41,13,No,0
2078,GE_CUST_0015,Germany,27457.49,09-01-2024 20:03,Travel,Domestic,Tablet,34467.18,10333.25,20,No,0
1265,FR_CUST_0001,France,50462,18-01-2024 04:23,Electronics,International,Tablet,16230.26,3633.9,19,Yes,1
3334,SP_CUST_0062,Spain,18378.43,04-01-2024 23:28,Groceries,Domestic,Tablet,20615.96,3225.02,19,No,0
959,IN_CUST_0068,India,8493,10-01-2024 19:26,Groceries,Domestic,Laptop,9944.72,2568.62,18,No,0
1607,FR_CUST_0063,France,100000,03-01-2024 04:56,Fuel,International,Tablet,28586.3,9079.9,14,Yes,1
2708,GE_CUST_0027,Germany,33305.56,22-01-2024 11:26,Fashion,Domestic,POS,38962.17,8071.73,14,No,0
909,IN_CUST_0005,India,2526.44,06-01-2024 19:17,Fashion,Domestic,Laptop,2782.21,957.03,20,No,0
1930,FR_CUST_0028,France,31841.45,28-01-2024 22:03,Healthcare,Domestic,POS,28560.06,6388.01,20,No,0
1610,FR_CUST_0070,France,97510.05,21-01-2024 02:19,Fashion,International,Tablet,25060.18,8174.5,19,Yes,1
2928,GE_CUST_0070,Germany,42748.3,07-01-2024 10:31,Fuel,Domestic,POS,37661.01,6937.81,11,No,0
1375,FR_CUST_0009,France,100000,13-01-2024 02:42,Travel,International,POS,27503.98,7538.7,19,Yes,1
1287,FR_CUST_0071,France,12436.59,17-01-2024 17:07,Travel,Domestic,Tablet,10026.81,3234.64,16,No,0
3987,SP_CUST_0079,Spain,70411.92,23-01-2024 03:35,Groceries,International,POS,22017.22,4697.23,17,Yes,1
350,IN_CUST_0056,India,6632.63,19-01-2024 09:25,Restaurants,Domestic,Mobile,15112.71,4184.26,10,No,0
1369,FR_CUST_0027,France,34604.41,24-01-2024 15:34,Electronics,Domestic,Laptop,39365.61,12098.69,18,No,0
2131,GE_CUST_0011,Germany,98259.62,02-01-2024 04:58,Groceries,International,Tablet,30103.4,5037.02,10,Yes,1
644,IN_CUST_0020,India,39898.27,24-01-2024 11:24,Travel,Domestic,POS,31455.05,10628.65,12,No,0
2866,GE_CUST_0006,Germany,77517.47,30-01-2024 01:58,Travel,International,Laptop,16685.58,3905.26,15,Yes,1
2043,GE_CUST_0015,Germany,25700.28,04-01-2024 16:23,Restaurants,Domestic,POS,34467.18,10333.25,20,No,0
1682,FR_CUST_0058,France,26745.63,16-01-2024 17:32,Restaurants,Domestic,Mobile,23078.13,6913.26,15,No,0
670,IN_CUST_0049,India,100000,03-01-2024 02:28,Restaurants,International,Tablet,28312.57,5772.44,16,Yes,1
3623,SP_CUST_0065,Spain,97201.61,25-01-2024 01:12,Healthcare,International,Laptop,30470.98,10276.93,20,Yes,1
2128,GE_CUST_0007,Germany,83068.6,27-01-2024 02:21,Restaurants,International,Laptop,22891.05,5504.63,16,Yes,1
3261,SP_CUST_0073,Spain,9952.57,14-01-2024 20:26,Healthcare,Domestic,Mobile,10546.08,2759.14,16,No,0
2769,GE_CUST_0014,Germany,84288.5,11-01-2024 03:13,Healthcare,International,POS,19250.44,4048.99,11,Yes,1
1819,FR_CUST_0035,France,20096.36,01-01-2024 14:44,Fashion,Domestic,Mobile,30424.18,9508.86,14,No,0
1180,FR_CUST_0019,France,25900.3,16-01-2024 19:59,Restaurants,Domestic,Tablet,28453.93,6446.52,18,No,0
3368,SP_CUST_0050,Spain,5873.1,23-01-2024 13:58,Fuel,Domestic,Tablet,6720.99,1787.1,15,No,0
3955,SP_CUST_0037,Spain,71261.82,14-01-2024 03:15,Electronics,International,Laptop,14573.71,2972.44,20,Yes,1
2209,GE_CUST_0044,Germany,95879.75,08-01-2024 01:26,Fashion,International,Tablet,26561.87,8623.64,19,Yes,1
1851,FR_CUST_0018,France,98521.11,08-01-2024 04:07,Restaurants,International,Mobile,30338.63,7936.14,18,Yes,1
1588,FR_CUST_0043,France,100000,02-01-2024 01:16,Healthcare,International,POS,30967.5,4886.29,19,Yes,1
3796,SP_CUST_0003,Spain,27433.49,17-01-2024 12:48,Travel,Domestic,Tablet,22047.42,6552.06,14,No,0
2255,GE_CUST_0026,Germany,94424.07,30-01-2024 04:15,Travel,International,Laptop,20432.77,5275.03,20,Yes,1
2373,GE_CUST_0077,Germany,34028.47,11-01-2024 02:19,Restaurants,International,Mobile,8747.2,2913.11,17,Yes,1
1358,FR_CUST_0072,France,8193.36,20-01-2024 15:47,Restaurants,Domestic,Laptop,9472.84,2818.03,16,No,0
787,IN_CUST_0020,India,19350.79,06-01-2024 13:59,Healthcare,Domestic,Mobile,31455.05,10628.65,12,No,0
3587,SP_CUST_0055,Spain,100000,13-01-2024 04:27,Fashion,International,Mobile,34590.93,11397.77,10,Yes,1
141,IN_CUST_0063,India,31025.89,08-01-2024 06:17,Fashion,Domestic,Tablet,24453.93,6981.91,11,No,0
789,IN_CUST_0029,India,35528.48,11-01-2024 11:15,Fashion,Domestic,POS,31308.27,5159.88,15,No,0
324,IN_CUST_0072,India,100000,12-01-2024 01:07,Healthcare,International,POS,23215.15,7580.38,15,Yes,1
2690,GE_CUST_0052,Germany,93425.61,29-01-2024 04:20,Restaurants,International,Laptop,27727.44,8613.32,18,Yes,1
715,IN_CUST_0070,India,100000,07-01-2024 01:27,Groceries,International,Laptop,39322.4,9961.43,9,Yes,1
2196,GE_CUST_0043,Germany,100000,07-01-2024 03:43,Travel,International,POS,30288.8,5463.98,9,Yes,1
3310,SP_CUST_0019,Spain,100000,20-01-2024 04:18,Healthcare,International,Tablet,23784.51,4615.36,17,Yes,1
3688,SP_CUST_0041,Spain,100000,29-01-2024 02:10,Groceries,International,Laptop,29482.72,9149.11,17,Yes,1
3180,SP_CUST_0046,Spain,15992.96,10-01-2024 19:10,Fashion,Domestic,Laptop,14798.12,3900.28,19,No,0
3521,SP_CUST_0072,Spain,80508.95,18-01-2024 03:11,Fashion,International,Mobile,21730.62,7576.28,9,Yes,1
1908,FR_CUST_0019,France,28549.46,09-01-2024 16:07,Travel,Domestic,Mobile,28453.93,6446.52,18,No,0
619,IN_CUST_0069,India,39919.77,10-01-2024 03:01,Restaurants,International,Tablet,11801.78,3328.06,18,Yes,1
407,IN_CUST_0016,India,23735.64,02-01-2024 18:15,Fashion,Domestic,Tablet,18725.79,3265.92,16,No,0
2207,GE_CUST_0048,Germany,29607.23,05-01-2024 11:36,Healthcare,Domestic,Laptop,30589.14,4696.32,13,No,0
2038,GE_CUST_0057,Germany,31774.48,23-01-2024 14:59,Fashion,Domestic,Tablet,32342.4,6579.51,11,No,0
3083,SP_CUST_0040,Spain,34592.35,11-01-2024 04:09,Healthcare,International,Mobile,8315.62,1828.56,18,Yes,1
2853,GE_CUST_0061,Germany,35551.35,01-01-2024 01:53,Restaurants,International,Tablet,7850.6,2285.09,15,Yes,1
2418,GE_CUST_0018,Germany,77911.62,20-01-2024 04:35,Electronics,International,POS,15909.07,4954.43,17,Yes,1
498,IN_CUST_0051,India,100000,20-01-2024 01:47,Healthcare,International,POS,28714.72,6395.51,9,Yes,1
3915,SP_CUST_0032,Spain,7277.39,21-01-2024 01:48,Fashion,International,POS,2118.62,446.4,18,Yes,1
343,IN_CUST_0065,India,33297.02,18-01-2024 13:53,Fuel,Domestic,POS,26516.57,4902.2,9,No,0
2578,GE_CUST_0015,Germany,30405.28,02-01-2024 15:58,Travel,Domestic,POS,34467.18,10333.25,20,No,0
3921,SP_CUST_0021,Spain,22164.33,08-01-2024 14:38,Restaurants,Domestic,POS,17627.59,5922.67,14,No,0
783,IN_CUST_0048,India,31916.78,06-01-2024 04:16,Healthcare,International,Mobile,8256.92,2120.53,13,Yes,1
3005,SP_CUST_0038,Spain,29667.37,25-01-2024 20:30,Fuel,Domestic,Laptop,19870.79,5242.51,18,No,0
1324,FR_CUST_0073,France,100000,21-01-2024 04:11,Restaurants,International,Tablet,35614.17,6234.05,11,Yes,1
3461,SP_CUST_0045,Spain,3960.83,10-01-2024 14:28,Fashion,Domestic,Mobile,6165.87,1849.3,13,No,0
3778,SP_CUST_0003,Spain,28011.44,04-01-2024 12:03,Healthcare,Domestic,POS,22047.42,6552.06,14,No,0
304,IN_CUST_0079,India,21527.67,02-01-2024 16:46,Healthcare,Domestic,POS,20453.32,4902.35,17,No,0
3371,SP_CUST_0036,Spain,3863.13,18-01-2024 14:23,Fashion,Domestic,POS,4998.27,841.06,16,No,0
2460,GE_CUST_0028,Germany,85149.17,01-01-2024 02:47,Fuel,International,Tablet,28329.38,7398.9,15,Yes,1
665,IN_CUST_0015,India,1261.06,30-01-2024 16:36,Electronics,Domestic,Laptop,2606.72,511.38,20,No,0
1178,FR_CUST_0071,France,46590.04,20-01-2024 04:44,Fuel,International,Mobile,10026.81,3234.64,16,Yes,1
1245,FR_CUST_0047,France,66294.13,24-01-2024 02:37,Restaurants,International,Tablet,18807.16,5481.9,19,Yes,1
2437,GE_CUST_0062,Germany,96404.61,19-01-2024 03:08,Travel,International,Mobile,19806.87,5313.4,11,Yes,1
3358,SP_CUST_0040,Spain,39951.47,14-01-2024 03:36,Fashion,International,Tablet,8315.62,1828.56,18,Yes,1
3132,SP_CUST_0045,Spain,7726.11,24-01-2024 10:27,Electronics,Domestic,Laptop,6165.87,1849.3,13,No,0
3565,SP_CUST_0003,Spain,27785.72,29-01-2024 16:38,Groceries,Domestic,Mobile,22047.42,6552.06,14,No,0
2869,GE_CUST_0045,Germany,4220.96,29-01-2024 15:45,Restaurants,Domestic,Tablet,4403.63,776.54,16,No,0
85,IN_CUST_0012,India,2980.69,21-01-2024 18:27,Healthcare,Domestic,POS,3765.12,1022.26,13,No,0
3451,SP_CUST_0025,Spain,24742.28,21-01-2024 09:55,Healthcare,Domestic,Tablet,25043.57,6017.95,10,No,0
1801,FR_CUST_0070,France,21102.75,18-01-2024 22:01,Healthcare,Domestic,Mobile,25060.18,8174.5,19,No,0
942,IN_CUST_0044,India,14219.45,09-01-2024 17:40,Travel,Domestic,POS,17827.38,5823.42,18,No,0
962,IN_CUST_0011,India,52168.04,16-01-2024 01:21,Fuel,International,Laptop,16533.56,5731.29,17,Yes,1
842,IN_CUST_0031,India,22089.76,09-01-2024 14:34,Healthcare,Domestic,Mobile,25685.33,5552.64,15,No,0
2603,GE_CUST_0009,Germany,49055.43,07-01-2024 01:38,Groceries,International,POS,12285.98,2753.27,16,Yes,1
2686,GE_CUST_0043,Germany,100000,06-01-2024 03:36,Fashion,International,Laptop,30288.8,5463.98,9,Yes,1
3150,SP_CUST_0008,Spain,6900.42,03-01-2024 11:12,Healthcare,Domestic,Laptop,9504.48,3157,16,No,0
867,IN_CUST_0032,India,41730.84,23-01-2024 02:04,Travel,International,POS,13817.33,2971.23,11,Yes,1
3719,SP_CUST_0028,Spain,3120.94,14-01-2024 17:16,Healthcare,Domestic,POS,2778.13,706.69,17,No,0
3050,SP_CUST_0077,Spain,19742.89,14-01-2024 08:43,Electronics,Domestic,Mobile,19699.27,4972.22,12,No,0
291,IN_CUST_0008,India,7173.27,13-01-2024 02:17,Electronics,International,Mobile,2268.52,350.74,19,Yes,1
2012,GE_CUST_0056,Germany,34000.49,02-01-2024 01:25,Healthcare,International,Mobile,10633.89,2459.42,9,Yes,1
2544,GE_CUST_0052,Germany,100000,04-01-2024 03:46,Restaurants,International,Laptop,27727.44,8613.32,18,Yes,1
2203,GE_CUST_0061,Germany,23840.4,08-01-2024 03:33,Restaurants,International,Tablet,7850.6,2285.09,15,Yes,1
3413,SP_CUST_0078,Spain,93970.81,12-01-2024 02:47,Travel,International,Tablet,20130.93,4821.86,14,Yes,1
3616,SP_CUST_0051,Spain,67191.1,27-01-2024 02:56,Electronics,International,Mobile,13856.05,4599.72,11,Yes,1
605,IN_CUST_0038,India,17936.87,05-01-2024 11:12,Travel,Domestic,Laptop,20064.07,5269.93,12,No,0
2698,GE_CUST_0059,Germany,7366.77,21-01-2024 15:40,Healthcare,Domestic,POS,20931.55,4976.13,10,No,0
917,IN_CUST_0025,India,72032.91,15-01-2024 01:13,Healthcare,International,Tablet,22622.45,4030.98,9,Yes,1
3155,SP_CUST_0044,Spain,81427.52,15-01-2024 04:36,Healthcare,International,Mobile,20688.04,5442.84,10,Yes,1
2443,GE_CUST_0065,Germany,72644.14,10-01-2024 02:17,Fashion,International,Laptop,14819.64,2488.81,9,Yes,1
1100,FR_CUST_0061,France,36433.52,06-01-2024 10:34,Electronics,Domestic,Laptop,33819.95,6221.03,12,No,0
1089,FR_CUST_0010,France,8099.01,24-01-2024 20:43,Electronics,Domestic,Mobile,8455.48,1598.04,20,No,0
3884,SP_CUST_0060,Spain,17048.63,09-01-2024 14:44,Restaurants,Domestic,Tablet,16003.67,2573.29,17,No,0
3152,SP_CUST_0036,Spain,4232.08,20-01-2024 14:12,Fuel,Domestic,Tablet,4998.27,841.06,16,No,0
1625,FR_CUST_0048,France,30584.89,18-01-2024 14:10,Fashion,Domestic,Laptop,23995.93,6332.45,15,No,0
2515,GE_CUST_0022,Germany,13801.61,20-01-2024 09:17,Fuel,Domestic,Laptop,11416.87,1795.51,14,No,0
822,IN_CUST_0017,India,2517.38,07-01-2024 07:52,Fashion,Domestic,POS,3306.76,1097.4,12,No,0
2168,GE_CUST_0049,Germany,25969.32,21-01-2024 18:50,Groceries,Domestic,POS,22123.76,5092.37,18,No,0
2479,GE_CUST_0017,Germany,74936.51,11-01-2024 03:48,Healthcare,International,Tablet,18961.47,4932.6,15,Yes,1
3775,SP_CUST_0077,Spain,14418.33,15-01-2024 12:48,Travel,Domestic,Mobile,19699.27,4972.22,12,No,0
3224,SP_CUST_0056,Spain,83484.04,02-01-2024 01:29,Travel,International,Mobile,18547.69,3710.45,15,Yes,1
3689,SP_CUST_0040,Spain,9378.01,09-01-2024 19:28,Fashion,Domestic,POS,8315.62,1828.56,18,No,0
1303,FR_CUST_0036,France,9681.56,28-01-2024 17:53,Restaurants,Domestic,Laptop,5606.88,1961.17,19,No,0
1001,FR_CUST_0002,France,86311.04,28-01-2024 04:08,Fuel,International,Laptop,26955.72,7864.42,19,Yes,1
3286,SP_CUST_0078,Spain,69351.9,15-01-2024 02:15,Healthcare,International,Laptop,20130.93,4821.86,14,Yes,1
3561,SP_CUST_0023,Spain,6083.98,23-01-2024 17:27,Travel,Domestic,Tablet,8403.56,1311.67,16,No,0
1506,FR_CUST_0069,France,4862.99,15-01-2024 14:25,Restaurants,Domestic,Tablet,4528.05,888.22,9,No,0
1478,FR_CUST_0067,France,18361.9,22-01-2024 03:08,Electronics,International,Mobile,4985.2,1486.15,20,Yes,1
19,IN_CUST_0042,India,31041.86,27-01-2024 16:49,Healthcare,Domestic,Mobile,25725.45,5379.88,13,No,0
1638,FR_CUST_0061,France,40077.84,16-01-2024 10:11,Electronics,Domestic,Mobile,33819.95,6221.03,12,No,0
1668,FR_CUST_0059,France,26983.96,15-01-2024 19:49,Electronics,Domestic,Tablet,24773.48,4604.68,20,No,0
494,IN_CUST_0078,India,7644.59,17-01-2024 04:25,Restaurants,International,Mobile,2192.34,399.36,10,Yes,1
1126,FR_CUST_0020,France,73780.87,12-01-2024 01:25,Electronics,International,POS,19129.5,6536.54,9,Yes,1
1405,FR_CUST_0005,France,100000,14-01-2024 03:48,Groceries,International,POS,31366.76,8145.44,17,Yes,1
3094,SP_CUST_0017,Spain,7024.27,25-01-2024 18:00,Electronics,Domestic,Mobile,5202.28,1625.05,20,No,0
3864,SP_CUST_0031,Spain,100000,25-01-2024 02:25,Travel,International,Laptop,33282.6,5678.29,10,Yes,1
2722,GE_CUST_0051,Germany,100000,04-01-2024 04:37,Healthcare,International,POS,32360.05,10051.27,20,Yes,1
2448,GE_CUST_0071,Germany,17176.13,30-01-2024 11:31,Healthcare,Domestic,Mobile,32019.03,8896.78,15,No,0
2424,GE_CUST_0048,Germany,36142.98,19-01-2024 08:42,Fuel,Domestic,Laptop,30589.14,4696.32,13,No,0
2270,GE_CUST_0018,Germany,76424.5,11-01-2024 04:11,Fuel,International,POS,15909.07,4954.43,17,Yes,1
2133,GE_CUST_0017,Germany,16265.43,02-01-2024 17:58,Healthcare,Domestic,Tablet,18961.47,4932.6,15,No,0
585,IN_CUST_0049,India,28809.83,26-01-2024 13:33,Travel,Domestic,Tablet,28312.57,5772.44,16,No,0
2624,GE_CUST_0038,Germany,53393.61,06-01-2024 01:04,Travel,International,POS,11096.05,2591.97,18,Yes,1
688,IN_CUST_0024,India,38354.61,21-01-2024 20:42,Fashion,Domestic,Tablet,24296.54,8334.96,20,No,0
3333,SP_CUST_0041,Spain,100000,26-01-2024 01:40,Groceries,International,Laptop,29482.72,9149.11,17,Yes,1
2285,GE_CUST_0024,Germany,71730.11,15-01-2024 04:40,Groceries,International,Mobile,16108.29,4032.55,11,Yes,1
3134,SP_CUST_0026,Spain,16351.81,15-01-2024 16:23,Restaurants,Domestic,Laptop,12030.51,4085.17,20,No,0
1609,FR_CUST_0076,France,14733.74,08-01-2024 03:31,Fashion,International,Mobile,4370.97,948.75,15,Yes,1
2673,GE_CUST_0012,Germany,66788.39,26-01-2024 03:53,Groceries,International,Mobile,18630.56,4060.32,9,Yes,1
2233,GE_CUST_0059,Germany,69922.23,13-01-2024 01:58,Fuel,International,Laptop,20931.55,4976.13,10,Yes,1
1010,FR_CUST_0062,France,28123.44,30-01-2024 16:31,Groceries,Domestic,Tablet,28045.02,4346.79,19,No,0
3200,SP_CUST_0017,Spain,23916.83,11-01-2024 01:48,Electronics,International,Tablet,5202.28,1625.05,20,Yes,1
2308,GE_CUST_0066,Germany,100000,23-01-2024 04:31,Fuel,International,POS,34595.04,8469.57,20,Yes,1
361,IN_CUST_0076,India,39828.53,02-01-2024 10:22,Restaurants,Domestic,Mobile,31842.94,9036.95,11,No,0
3397,SP_CUST_0029,Spain,77504.8,11-01-2024 03:27,Electronics,International,POS,22212.61,3739.94,20,Yes,1
3648,SP_CUST_0027,Spain,9964.41,13-01-2024 02:26,Fashion,International,Tablet,3122.59,739.39,13,Yes,1
2925,GE_CUST_0037,Germany,22031.77,02-01-2024 11:20,Travel,Domestic,Laptop,18644.83,4320.92,10,No,0
1678,FR_CUST_0043,France,30669.07,08-01-2024 17:34,Groceries,Domestic,Tablet,30967.5,4886.29,19,No,0
1311,FR_CUST_0015,France,40857.97,04-01-2024 03:33,Fuel,International,Mobile,12295.82,2341.75,19,Yes,1
1171,FR_CUST_0073,France,100000,12-01-2024 02:39,Travel,International,Tablet,35614.17,6234.05,11,Yes,1
1955,FR_CUST_0054,France,27125.61,29-01-2024 13:45,Travel,Domestic,POS,33647.61,7486.13,14,No,0
801,IN_CUST_0040,India,30633.35,04-01-2024 01:13,Restaurants,International,Laptop,9716.33,3289.66,15,Yes,1
2401,GE_CUST_0050,Germany,59867.17,16-01-2024 02:41,Fuel,International,Tablet,15364.97,3974.87,12,Yes,1
345,IN_CUST_0056,India,17453.21,01-01-2024 13:29,Groceries,Domestic,POS,15112.71,4184.26,10,No,0
2695,GE_CUST_0002,Germany,2637.23,21-01-2024 22:49,Restaurants,Domestic,Laptop,2060.85,425.86,18,No,0
987,IN_CUST_0014,India,51639.1,17-01-2024 19:46,Restaurants,Domestic,Mobile,38694.02,12060.13,17,No,0
2526,GE_CUST_0036,Germany,100000,30-01-2024 03:08,Travel,International,Mobile,34641.26,5811.23,10,Yes,1
